stadiumXmonth,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
20|2025-06,169,107,22,0.13109028745991316,0.1301775147928994,0.9930370686898304,5.943195266272189,0.7736703896922377,0.09336523704296654,0.17864428876818997,0.7152315409089952,1.2926930095493654,0.5554096534507199,1.0073843540773713
16|2026-02,148,91,19,0.12893018115001492,0.12837837837837837,0.995720142741485,6.012162162162162,0.7718316289262235,0.08973603074504198,0.18036381111309263,0.6947943292282465,1.3006308727356701,0.5366704411322387,1.0079305647993837
19|2025-06,139,88,18,0.13076932389121498,0.12949640287769784,0.9902659050636672,5.953237410071942,0.7709228300812587,0.08964158524969917,0.18349905915024145,0.671660628996594,1.3312067448362535,0.5219962633641195,1.0333451365597022
16|2026-04,129,79,16,0.12370655112663682,0.12403100775193798,1.0026227925873465,6.199999999999999,0.7689922480620154,0.0838844541127783,0.17962414654222503,0.639960319339147,1.4263373553247862,0.4908863839893822,1.0923263199999995
6|2025-10,191,123,24,0.12608067721676594,0.1256544502617801,0.9966194109645125,6.1083769633507865,0.7675447493215648,0.09136265513038042,0.1704034386526386,0.7158596555844852,1.2934110149148703,0.5517241309530773,0.9965380021060478
14|2025-08,102,67,13,0.12903000415048563,0.12745098039215685,0.9877623521077533,6.007843137254904,0.7657054978854289,0.08261452216013755,0.19154043188659242,0.5959293995501618,1.4202980929070943,0.4623254882769053,1.0977726990843066
3|2025-10,41,31,5,0.12229966688713784,0.12195121951219512,0.9971508722483744,6.26829268292683,0.7644259369422963,0.06064086246531976,0.23006696198812138,0.37775739144883635,1.674478090919453,0.2905282814252958,1.2784886363636365
23|2025-05,200,111,26,0.133726999007565,0.13,0.9721297940189764,5.876999999999999,0.7640099999999999,0.09577274821084576,0.17410415067368823,0.7123253605029921,1.239432306703642,0.5596742352734337,0.9750830898305034
2|2025-05,66,42,8,0.1212638714662116,0.12121212121212122,0.9995732426033849,6.295454545454547,0.763085399449036,0.0696669565354479,0.20258972776824646,0.4850583904098687,1.5462597282988904,0.3703142894727854,1.1772185418610017
12|2025-09,143,88,17,0.11848654291743453,0.11888111888111888,1.0033301331439748,6.404895104895104,0.7614210963861312,0.08129130330006211,0.17062459903250432,0.672743547336666,1.3405941872495446,0.5107462822936357,1.0145453162580322
8|2025-08,197,112,25,0.12924734129097235,0.12690355329949238,0.9818658707554886,5.989340101522843,0.7600685408023912,0.092886192721502,0.17103008392512187,0.70695473150597,1.2837992799425042,0.546969299067666,0.9935952434684916
20|2026-01,191,116,25,0.1352935123629928,0.13089005235602094,0.9674525412929086,5.806806282722513,0.7600531783668211,0.09585262630726447,0.176238417213055,0.6921234981730368,1.24410640408415,0.5419262563728319,0.977618819896851
15|2026-03,129,80,17,0.13584845337978624,0.13178294573643412,0.9700732136273474,5.765116279069768,0.7597440057688842,0.09027975253560858,0.18841423779661118,0.6341596382207669,1.3114098840453687,0.4960176216456082,1.0282344055648898
8|2025-06,141,88,18,0.12982223454244454,0.1276595744680851,0.9833413738256648,5.941843971631205,0.7585332729741964,0.08834723357957908,0.18099201752912514,0.6690067280966064,1.3173931564690653,0.5156168704512291,1.0125337672187982
8|2025-12,138,95,17,0.12518889621037604,0.12318840579710146,0.984020224845558,6.148550724637682,0.757430161730729,0.08428830295875517,0.17657948201284718,0.6462461461268584,1.3371078933469989,0.4971709699565046,1.0266676449008652
11|2025-06,168,104,21,0.12775037223249974,0.125,0.9784707301870386,6.054166666666666,0.7567708333333333,0.08888599553172881,0.17300089196772273,0.6944549922636666,1.2806817083321953,0.5369017472070213,0.9907212616889243
23|2025-10,41,28,5,0.12368221274449118,0.12195121951219512,0.9860045095096088,6.195121951219513,0.7555026769779895,0.06064086246531976,0.23006696198812138,0.38578476620908564,1.6472631861177514,0.29633219954648526,1.2614835640138409
17|2025-08,149,90,18,0.12279339562190415,0.12080536912751678,0.9838099884418153,6.233557046979867,0.7530471600378363,0.08352339622107763,0.17161259006413893,0.6604165226539297,1.3278767344155806,0.5044212614996849,1.0197674651950257
9|2025-09,156,91,20,0.13371741741744236,0.1282051282051282,0.958776580352986,5.864743589743591,0.7518902038132808,0.09043487992696242,0.17865177277995908,0.6746883336436013,1.296498523122267,0.5283129730380244,1.0141901414667798
9|2026-01,195,110,25,0.13292904745133802,0.1282051282051282,0.9644628518989491,5.8538461538461535,0.7504930966469426,0.09385437861176602,0.17273168940272512,0.6982378444906209,1.217457010279143,0.5425209766764949,0.9468934911242608
22|2025-10,238,140,30,0.1306564061055401,0.12605042016806722,0.9647473394166964,5.946638655462186,0.7495763011086789,0.09481508618782308,0.16569218154801074,0.7235063197035869,1.2251399902307942,0.5605993758824619,0.9505180875892125
21|2025-10,186,105,24,0.1341576627402809,0.12903225806451613,0.9617956621256352,5.804838709677419,0.7490114464099895,0.09385941339772633,0.17484251515176572,0.6855742834226735,1.219982949301885,0.5326364239295767,0.9488196703013936
