stadiumXodds_band,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
"6|[5,10)",1742,1245,199,0.12228679847908126,0.11423650975889782,0.93416878338212,6.090298507462686,0.6957344448823619,0.10229400729132743,0.12737543174810803,0.8319806860814295,1.033333404578358,0.6195719351951127,0.7697366503535081
"11|[5,10)",1684,1165,190,0.12084734863990726,0.11282660332541568,0.9336291163624015,6.161579572446556,0.6951900942784118,0.10076123816478244,0.12613405185150423,0.8315782207929123,1.0320788158148164,0.6191949971246073,0.7685030889239405
"22|[5,10)",1538,1118,174,0.12192833863811625,0.11313394018205461,0.9278723998514944,6.101755526657997,0.690315644758447,0.1005221919997181,0.12710439436788296,0.827672179805665,1.0322027343744293,0.6157155463790901,0.7682632308203401
"2|[5,10)",2024,1407,228,0.12260252958776618,0.11264822134387352,0.9188082963919045,6.080385375494071,0.6849445976347076,0.10160215097444347,0.12472847950892108,0.827530196561948,1.0077728398017174,0.6169573336030401,0.7512162469660457
"15|[5,10)",1774,1274,196,0.12182917685742864,0.1104847801578354,0.9068827600069145,6.106031567080045,0.674623555325642,0.09883014983249006,0.12332570762419792,0.8063577786017286,1.0033096075268022,0.599767138644128,0.7465058842008234
"7|[5,10)",1561,1140,172,0.1219959755842882,0.11018577834721333,0.903191911204357,6.095707879564381,0.6716603172870427,0.09781825393461523,0.12390222592520016,0.8019235551100115,1.0074508030309057,0.5963773048519816,0.7489445069305678
"12|[5,10)",1661,1219,181,0.12151884795313629,0.10897049969897651,0.8967374323775762,6.121673690547863,0.6670818410530783,0.09702453568844227,0.12218826004277439,0.7995056835068214,1.0020563234055646,0.5949475631732017,0.7455025794773692
"20|[5,10)",1656,1193,180,0.12139404370362883,0.10869565217391304,0.8953952669974681,6.128079710144927,0.6660956206679268,0.09674695746028676,0.12192087353929852,0.7947802104956276,0.9952669849468551,0.5910225980297557,0.7403357209677851
"9|[5,10)",1383,1017,151,0.12217266560681095,0.10918293564714389,0.8936772812875182,6.095733911785972,0.6655501234126405,0.09614443194836733,0.12374755368558457,0.7778264942476902,1.0031729728543093,0.5796348622294706,0.7466320339044922
"3|[5,10)",1672,1155,180,0.12270105187304733,0.1076555023923445,0.8773804360188394,6.074521531100479,0.6539556672237358,0.09581540326742938,0.12076329313194598,0.779788741804029,0.9740781148326704,0.5813165157714526,0.7260503736297951
"17|[5,10)",1642,1199,174,0.12170306840998274,0.10596833130328867,0.8707120756093983,6.118818514007307,0.6484009874770228,0.09411587282582089,0.11911715532921786,0.7767014818340837,0.9687593327249006,0.5788299580203593,0.7213890726340005
"24|[5,10)",1625,1215,169,0.12143545602103341,0.104,0.8564220319804006,6.120923076923077,0.636576,0.09219539705559396,0.11712105137960424,0.7544220256208577,0.9601724385202465,0.5605503444436729,0.7134682624059984
"21|[5,10)",1578,1139,161,0.1210080912642108,0.10202788339670468,0.8431492665555358,6.145817490494297,0.6270447502975803,0.09016799586722479,0.11525011302645422,0.744166555673954,0.94194301136119,0.5534652148643602,0.7004743717608838
"13|[5,10)",1324,991,134,0.12228927957116277,0.10120845921450151,0.8276151398504734,6.080513595166163,0.6153994121995966,0.08837743030500039,0.11566599499742952,0.7223513734684649,0.9372976587891015,0.5367833574293571,0.6962186703513993
"16|[5,10)",1601,1149,159,0.12226104305822401,0.09931292941911306,0.8123023240675082,6.097876327295441,0.6055979612991724,0.08768590265315176,0.1122919204348404,0.7188363578813213,0.9087596665352794,0.5358586970652004,0.6773343629268369
"18|[5,10)",1559,1120,152,0.12103146262312152,0.09749839640795381,0.8055624074506391,6.14143681847338,0.5987802414419203,0.08582934035993205,0.11056206308974821,0.7104817902620014,0.9034876897515067,0.5283001577906282,0.6712707817538331
"19|[5,10)",1577,1153,141,0.12179637867579153,0.08941027266962587,0.7340963142067312,6.106594800253647,0.5459923061735981,0.07828407749110586,0.10194289242353674,0.6384183641828931,0.8281335466334192,0.47492204482843875,0.6155764796997072
