stadiumXcourse,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
17|2,45,39,2,0.11781255145842022,0.044444444444444446,0.3772471090241204,6.444444444444443,0.2864197530864197,0.014818189199728618,0.12574290640015306,0.0,0.8665540130337472,0.0,0.6582876385041552
11|6,1,1,0,0.10107600102814933,0.0,0.0,7.4,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
12|5,1,1,0,0.1268356650587006,0.0,0.0,5.9,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
15|4,5,4,0,0.10774983189713214,0.0,0.0,6.959999999999999,0.0,0.0,0.3511165007651012,0.0,0.0,0.0,0.0
20|5,1,1,0,0.12061142791691248,0.0,0.0,6.2,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
20|4,3,3,0,0.12504627077010874,0.0,0.0,6.2,0.0,0.0,0.4741955741575128,0.0,0.0,0.0,0.0
1|6,1,1,0,0.10687740611676512,0.0,0.0,7.0,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
19|5,2,2,0,0.10620223115142113,0.0,0.0,7.05,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
19|6,2,2,0,0.11274439752622112,0.0,0.0,6.65,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
16|6,2,2,0,0.11282485678187687,0.0,0.0,6.7,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
16|3,14,13,0,0.11179783223163256,0.0,0.0,6.714285714285714,0.0,0.0,0.16195483023523793,0.0,0.0,0.0,0.0
18|4,1,1,0,0.105347932065727,0.0,0.0,7.1,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
16|4,2,2,0,0.13365848283944737,0.0,0.0,5.6,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
11|5,1,1,0,0.10236725055338144,0.0,0.0,7.3,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
10|5,1,1,0,0.1308980599304408,0.0,0.0,5.7,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
10|4,3,3,0,0.12085695455990292,0.0,0.0,6.2,0.0,0.0,0.4741955741575128,0.0,0.0,0.0,0.0
13|6,2,2,0,0.10986394617339243,0.0,0.0,6.85,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
13|4,4,2,0,0.12577250392109474,0.0,0.0,6.125,0.0,0.0,0.4034786252027047,0.0,0.0,0.0,0.0
23|5,2,2,0,0.11505685315336134,0.0,0.0,6.5,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
23|6,2,2,0,0.11603713612813182,0.0,0.0,6.5,0.0,0.0,0.5749693909936536,0.0,0.0,0.0,0.0
3|4,1,1,0,0.10376116404194648,0.0,0.0,7.2,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
3|5,1,1,0,0.10372525904716491,0.0,0.0,7.2,0.0,0.0,0.7301340512159458,0.0,0.0,0.0,0.0
3|3,5,4,0,0.11476076971611611,0.0,0.0,6.62,0.0,0.0,0.3511165007651012,0.0,0.0,0.0,0.0
2|4,4,4,0,0.1269760174742233,0.0,0.0,5.975,0.0,0.0,0.4034786252027047,0.0,0.0,0.0,0.0
