odds_band,n,n_races,n_hits,mean_implied_p_norm,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi,ev_boot_lo,ev_boot_hi
"[1,5)",6454,5674,1312,0.17800514127703657,0.20328478462968702,1.1420163663324012,4.2638363805392006,0.8667730603141356,0.1951701032420234,0.21164813026362075,1.0967372649615457,1.1878536545852678,0.832323114879684,0.9016387125125345
"[5,10)",32178,22336,4176,0.11847781984106395,0.12977810926720118,1.095378944694428,6.384026353409162,0.8285068696574261,0.12672769832993913,0.13289077187956605,1.0719372566293939,1.1190552725469176,0.8107734108606113,0.8464128829301669
