race_id,race_date,stadium_id,actual_combo,bets_placed,amount_wagered,payout_received,profit,matched,matched_combo,matched_ev,matched_odds,top_ev,top_combo,top_prob,n_alerts,odds_source,bet_type
012025050101,2025-05-01,1,1-4-5,0,0,0.0,0.0,False,,0.0,0.0,42.126345583597264,6-4-5,0.015759949713279934,0,real,trifecta
012025050102,2025-05-01,1,1-4-3,0,0,0.0,0.0,False,,0.0,0.0,74.82247033594558,6-5-3,0.035227151758919766,0,real,trifecta
012025050103,2025-05-01,1,4-6-1,0,0,0.0,0.0,False,,0.0,0.0,12.110744726939146,6-3-4,0.028263114882005006,0,real,trifecta
012025050104,2025-05-01,1,1-2-4,0,0,0.0,0.0,False,,0.0,0.0,9.456594797349359,6-5-2,0.015766246744497097,0,real,trifecta
012025050105,2025-05-01,1,4-3-1,3,300,0.0,-300.0,False,,0.0,0.0,37.012720403315214,1-3-2,0.15313496236373694,3,real,trifecta
012025050106,2025-05-01,1,4-1-6,1,100,0.0,-100.0,False,,0.0,0.0,33.14753011999458,2-1-6,0.04056232271169185,1,real,trifecta
012025050107,2025-05-01,1,3-6-4,1,100,0.0,-100.0,False,,0.0,0.0,26.135280911135826,2-3-6,0.12195651381771266,1,real,trifecta
012025050108,2025-05-01,1,5-1-4,1,100,0.0,-100.0,False,,0.0,0.0,33.817018418054104,2-3-1,0.031663874923271634,1,real,trifecta
012025050109,2025-05-01,1,1-2-3,2,200,0.0,-200.0,False,,0.0,0.0,402.41071343456167,6-4-3,0.24748506361289155,2,real,trifecta
012025050110,2025-05-01,1,1-6-5,4,400,0.0,-400.0,False,,0.0,0.0,158.49885484553798,4-6-2,0.20111515651000886,4,real,trifecta
012025050111,2025-05-01,1,1-4-2,0,0,0.0,0.0,False,,0.0,0.0,61.09616126148923,3-5-4,0.041059248159602976,0,real,trifecta
012025050112,2025-05-01,1,1-6-2,3,300,0.0,-300.0,False,,0.0,0.0,84.25869627132552,3-6-2,0.1738726708033956,3,real,trifecta
052025050101,2025-05-01,5,1-2-3,2,200,0.0,-200.0,False,,0.0,0.0,61.36755780365035,4-3-5,0.0592923263803385,2,real,trifecta
052025050102,2025-05-01,5,1-4-3,3,300,0.0,-300.0,False,,0.0,0.0,157.99617405878274,6-4-5,0.13810854375767723,3,real,trifecta
052025050103,2025-05-01,5,3-1-4,4,400,0.0,-400.0,False,,0.0,0.0,166.41213275098784,6-4-2,0.021231453527811667,4,real,trifecta
052025050104,2025-05-01,5,1-3-4,3,300,0.0,-300.0,False,,0.0,0.0,68.01622130461183,4-2-5,0.11475657382252712,3,real,trifecta
052025050105,2025-05-01,5,1-4-5,0,0,0.0,0.0,False,,0.0,0.0,48.12371902782416,6-2-1,0.025354962606862045,0,real,trifecta
052025050106,2025-05-01,5,3-5-4,0,0,0.0,0.0,False,,0.0,0.0,4.400539227929559,6-4-5,0.03088097703810217,0,real,trifecta
052025050107,2025-05-01,5,1-6-4,0,0,0.0,0.0,False,,0.0,0.0,87.18580373774522,6-5-1,0.03169240412131778,0,real,trifecta
052025050108,2025-05-01,5,5-1-4,3,300,0.0,-300.0,False,,0.0,0.0,40.802534331585456,1-6-3,0.055086451102451,3,real,trifecta
052025050109,2025-05-01,5,1-5-3,2,200,0.0,-200.0,False,,0.0,0.0,18.574504097608877,2-3-1,0.09859078608072652,2,real,trifecta
052025050110,2025-05-01,5,6-2-5,4,400,0.0,-400.0,False,,0.0,0.0,34.731869357868426,6-3-2,0.022494734040070224,4,real,trifecta
052025050111,2025-05-01,5,2-4-3,3,300,0.0,-300.0,False,,0.0,0.0,26.551828630521182,6-4-3,0.03305755556588792,3,real,trifecta
052025050112,2025-05-01,5,1-2-3,3,300,0.0,-300.0,False,,0.0,0.0,49.51382035825472,5-3-2,0.09908709297229282,3,real,trifecta
072025050101,2025-05-01,7,3-5-6,0,0,0.0,0.0,False,,0.0,0.0,69.0424968013676,6-2-3,0.014078812561453427,0,real,trifecta
072025050102,2025-05-01,7,6-1-4,0,0,0.0,0.0,False,,0.0,0.0,31.124841012521554,4-6-5,0.040835530061035887,0,real,trifecta
072025050103,2025-05-01,7,4-5-3,0,0,0.0,0.0,False,,0.0,0.0,18.279598925197114,5-3-6,0.02043783421869087,0,real,trifecta
072025050104,2025-05-01,7,5-1-3,3,300,0.0,-300.0,False,,0.0,0.0,62.55516299022545,2-4-6,0.10128750484168628,3,real,trifecta
072025050105,2025-05-01,7,5-2-1,2,200,0.0,-200.0,False,,0.0,0.0,164.73250450600634,6-4-3,0.07051905158647531,2,real,trifecta
072025050106,2025-05-01,7,2-3-5,4,400,0.0,-400.0,False,,0.0,0.0,46.70896366839827,6-4-5,0.10243193786929444,4,real,trifecta
072025050107,2025-05-01,7,1-3-6,3,300,0.0,-300.0,False,,0.0,0.0,314.7611155471485,2-6-5,0.12300160826383295,3,real,trifecta
072025050108,2025-05-01,7,1-3-5,4,400,0.0,-400.0,False,,0.0,0.0,542.4762646265176,2-5-4,0.22407115432735134,4,real,trifecta
072025050109,2025-05-01,7,1-3-5,0,0,0.0,0.0,False,,0.0,0.0,27.98590569236391,6-4-1,0.021282057560733012,0,real,trifecta
072025050110,2025-05-01,7,1-4-3,4,400,0.0,-400.0,False,,0.0,0.0,136.4613615053393,3-6-2,0.08664213428910432,4,real,trifecta
072025050111,2025-05-01,7,1-2-4,5,500,0.0,-500.0,False,,0.0,0.0,154.9354734428092,4-3-6,0.11658049168006714,5,real,trifecta
072025050112,2025-05-01,7,1-5-3,2,200,0.0,-200.0,False,,0.0,0.0,67.65787948845838,3-6-2,0.11175731663108421,2,real,trifecta
082025050101,2025-05-01,8,1-4-5,0,0,0.0,0.0,False,,0.0,0.0,273.25164588273316,6-3-4,0.06117117660235799,0,real,trifecta
082025050102,2025-05-01,8,3-1-4,0,0,0.0,0.0,False,,0.0,0.0,10.467846745067991,5-1-4,0.0181954575787728,0,real,trifecta
082025050103,2025-05-01,8,4-6-5,4,400,0.0,-400.0,False,,0.0,0.0,96.25825429347535,4-2-3,0.11242496413627114,4,real,trifecta
082025050104,2025-05-01,8,2-1-4,0,0,0.0,0.0,False,,0.0,0.0,75.63617812093825,6-5-2,0.034568637166790796,0,real,trifecta
082025050105,2025-05-01,8,2-4-6,3,300,0.0,-300.0,False,,0.0,0.0,200.31041244916335,5-6-3,0.15060933266854387,3,real,trifecta
082025050106,2025-05-01,8,1-2-4,2,200,0.0,-200.0,False,,0.0,0.0,207.20236599976187,6-3-5,0.049892214302856217,2,real,trifecta
082025050107,2025-05-01,8,5-1-6,2,200,0.0,-200.0,False,,0.0,0.0,18.327303605874565,4-2-5,0.0915907226680388,2,real,trifecta
082025050108,2025-05-01,8,3-1-6,1,100,0.0,-100.0,False,,0.0,0.0,67.2288824099709,4-6-2,0.04306782985904605,1,real,trifecta
082025050109,2025-05-01,8,3-4-1,3,300,0.0,-300.0,False,,0.0,0.0,217.2566317198356,2-6-3,0.18568942882037232,3,real,trifecta
082025050110,2025-05-01,8,1-2-5,4,400,0.0,-400.0,False,,0.0,0.0,131.0804938718117,3-6-4,0.11488211557564568,4,real,trifecta
082025050112,2025-05-01,8,1-3-5,4,400,0.0,-400.0,False,,0.0,0.0,131.21847985130685,2-6-5,0.09888355678320034,4,real,trifecta
152025050101,2025-05-01,15,1-2-4,0,0,0.0,0.0,False,,0.0,0.0,3.6304885653628434,6-1-2,0.008639906152695963,0,real,trifecta
152025050102,2025-05-01,15,4-1-5,0,0,0.0,0.0,False,,0.0,0.0,10.535145056946899,6-1-4,0.0030395686834815056,0,real,trifecta
152025050103,2025-05-01,15,1-6-2,0,0,0.0,0.0,False,,0.0,0.0,10.53027325924694,4-1-3,0.012098199976156871,0,real,trifecta
152025050104,2025-05-01,15,1-6-5,0,0,0.0,0.0,False,,0.0,0.0,3.9189318335723007,3-1-2,0.018295666823400097,0,real,trifecta
152025050105,2025-05-01,15,3-1-4,0,0,0.0,0.0,False,,0.0,0.0,3.591615179819121,5-1-3,0.008974550674210697,0,real,trifecta
152025050106,2025-05-01,15,1-4-3,0,0,0.0,0.0,False,,0.0,0.0,3.1608267299854536,4-1-3,0.07747124338199642,0,real,trifecta
152025050107,2025-05-01,15,1-2-5,2,200,0.0,-200.0,False,,0.0,0.0,35.66665364478192,3-1-2,0.17106308702533293,2,real,trifecta
152025050108,2025-05-01,15,1-3-4,0,0,0.0,0.0,False,,0.0,0.0,259.6068373317242,6-3-1,0.06509700033393284,0,real,trifecta
152025050109,2025-05-01,15,5-2-1,2,200,0.0,-200.0,False,,0.0,0.0,80.75169585896603,6-5-2,0.045239045299140634,2,real,trifecta
152025050110,2025-05-01,15,2-3-4,4,400,0.0,-400.0,False,,0.0,0.0,90.57286504694802,6-3-5,0.046856112285022254,4,real,trifecta
152025050111,2025-05-01,15,1-2-3,3,300,0.0,-300.0,False,,0.0,0.0,61.47158433250145,6-4-1,0.03994254992365266,3,real,trifecta
152025050112,2025-05-01,15,2-1-5,3,300,0.0,-300.0,False,,0.0,0.0,165.21402580165383,6-3-4,0.1632549662071678,3,real,trifecta
