bin_lower,bin_upper,n,n_races,n_hits,mean_implied_p_norm,mean_implied_p_raw,mean_implied_p_takeout,mean_actual_p,lift,mean_odds,ev_all_buy,wilson_lo,wilson_hi,lift_boot_lo,lift_boot_hi
0.0,0.1,77842,24238,3217,0.049094099836009465,0.06676677723186013,0.053413421785488115,0.04132730402610416,0.8417977753773066,24.381048791141023,1.0076030158667644,0.04016968223364718,0.04251680875527472,0.8195034725821693,0.8641185442448389
0.1,0.2,30060,17941,3985,0.1404397730015918,0.19111076318215206,0.15288861054572167,0.13256819693945443,0.9439505213238407,5.4415236194278105,0.7213729748309988,0.1293840982648063,0.13581843089312196,0.9227939977571631,0.9644246342036168
0.2,0.30000000000000004,11766,9220,2912,0.24504684466730628,0.33267935884619054,0.2661434870769525,0.24749277579466258,1.009981483869654,3.0477137514873367,0.7542871361831655,0.24100722763849847,0.25409442325589265,0.986936786215742,1.0350699378636912
0.30000000000000004,0.4,7115,6030,2536,0.34739275730384567,0.4716096156653461,0.3772876925322769,0.35643007730147575,1.026014704704179,2.1339423752635276,0.7606012457720739,0.34714673982348326,0.36582256081316994,1.0008737868023119,1.0492977226616285
0.4,0.5,6579,6397,3263,0.4523981876682061,0.6152761758298091,0.4922209406638472,0.4959720322237422,1.096317460465809,1.6327253381972946,0.8097861040489089,0.4858365828903432,0.5061107931127186,1.0729195418854456,1.119429117668349
0.5,0.6000000000000001,4934,4934,2972,0.550870699526251,0.7535490451988223,0.6028392361590578,0.6023510336441021,1.0934526635054729,1.3303810295905962,0.8013563883144005,0.5908374737060937,0.6137524073612965,1.072116124516958,1.1147960228298452
0.6000000000000001,0.7000000000000001,4469,4469,3105,0.6386682903361928,0.8750110186673176,0.7000088149338543,0.6947863056612218,1.0878672327625483,1.1449988811814722,0.7955295426423074,0.683340751407081,0.7059961544069798,1.0698878221901853,1.1047929553286766
0.7000000000000001,0.8,2704,2704,1996,0.7365207868569408,1.0,0.7999999999999999,0.7381656804733728,1.0022333295214267,1.0,0.7381656804733728,0.7240261494335177,0.7518290846590504,0.9827983709065318,1.0210266910234103
0.8,0.9,403,403,300,0.8368519230329025,1.0,0.7999999999999999,0.7444168734491315,0.8895443183678546,1.0,0.7444168734491315,0.707129479185059,0.7784443641565469,0.8479290157093379,0.931244173582059
0.9,1.0,48,48,34,0.9279381516164543,1.0,0.7999999999999999,0.7083333333333334,0.7633411042529369,1.0,0.7083333333333334,0.5916369202731873,0.8027972704993924,0.6427058890895571,0.8823508320483003
